Company,Company Score,Job Title,Date,Salary,Skills,Estimation Type,Remote,City,Country
Next15,4.3,Head of AI Labs,11.0,90000.0,"TensorFlow, SQL, OOP, Database management, Docker",Glasdoor est.,Onsite,London,England
Capgemini Invent,3.9,Senior Consultant - Data & AI Strategy - Data Strategy,5.0,94500.0,"Git, AWS, AI, Python",Glasdoor est.,Onsite,London,England
Pragmatic,4.0,Senior Data Analysis Manager - Flex IC's,41.0,80000.0,"C++, Machine learning, Python",Employer est.,Onsite,Cambridge,England
Pangaea Data,3.7,Natural Language Processing Engineers,33.0,67500.0,"Data mining, Git, Presentation skills, Machine learning, Mentoring",Glasdoor est.,Onsite,London,England
Lancaster University,4.0,Assistant Professor (Lecturer) in Data Science,43.0,77000.0,"Power BI, SQL, Machine learning, IT, Data science",Glasdoor est.,Onsite,Lancaster,England
IQVIA,3.7,Senior Statistical Programmer,37.0,67000.0,"Power BI, Waterfall, Kanban, Qualtrics, Project management",Glasdoor est.,Remote,,
Datasource,3.8,Lead Data Scientist,44.0,77500.0,"Google Cloud Platform, SQL, Machine learning, Scrum, Business requirements",Glasdoor est.,Onsite,Manchester,England
InstaDeep,5.0,Machine Learning Engineer - Computational Biology,36.0,43000.0,"Kubernetes, Relational databases, DevOps, OOP, AWS",Glasdoor est.,Onsite,London,England
Insilico Medicine,4.1,Senior ML Engineer – Chemistry42 (Canada),42.0,77500.0,"TensorFlow, Machine learning, Deep learning, Leadership, Communication skills",Employer est.,Remote,,
NexGen Associates,4.3,Machine Learning Engineer - Security Cleared,6.0,40000.0,"Machine learning, Deep learning, Mentoring, Data science",Glasdoor est.,Onsite,Bristol,England
Insmed EU Careers,3.9,"Associate Director, Data Science and Machine Learning",40.0,65500.0,"TensorFlow, Kubernetes, Spark, Apache Hive, Java",Glasdoor est.,Onsite,Harston,England
EY,5.0,Assurance - Financial Services - Forensics - Forensic Data Analytics - Senior - London,44.0,44000.0,"R, Git, SQL, Telecommunication, Agile",Glasdoor est.,Onsite,London,England
GSK,4.0,People Analytics Project Manager,4.0,70000.0,"Performance tuning, Data modelling, Oracle, Relational databases, C#",Employer est.,Onsite,London,England
Datatonic,3.8,Senior Analytics Engineer (dbt & Looker),41.0,90000.0,"Machine learning, Mentoring, IT, Leadership",Glasdoor est.,Onsite,London,England
DraftKings,4.0,Lead Data Science Engineer,25.0,75000.0,"TensorFlow, Azure, Kubernetes, Git, Google Cloud Platform",Glasdoor est.,Onsite,London,England
Lendable,3.5,Senior Machine Learning Researcher,43.0,44000.0,"Machine learning, Project implementation, AI",Glasdoor est.,Onsite,London,England
Amazon Development Centre (Scotland) Limited,4.1,"Principal Applied Scientist, ADSP: Contextual Targeting",43.0,48000.0,"Image processing, Software deployment, Google Cloud Platform, SQL, Machine learning",Glasdoor est.,Onsite,Edinburgh,Scotland
Expedia Partner Solutions,2.9,Machine Learning Engineer III,39.0,46500.0,"C#, Java, OOP, C++, Machine learning",Employer est.,Onsite,London,England
GHD,3.8,"Senior Advisor, Data Science Management Consultant",40.0,87000.0,"Cloud infrastructure, Confluence, Data science, AI",Glasdoor est.,Onsite,London,England
RemoteStar,3.9,Integration Engineer (Mumbai) (Remote),44.0,53000.0,"Software deployment, AWS, Distributed systems, Cloud computing, IT",Glasdoor est.,Remote,,
Spotify,3.7,"Senior Machine Learning Engineering Manager, Personalization",39.0,87500.0,AI,Glasdoor est.,Onsite,London,England
Advancing Analytics,4.0,Senior AI Consultant,37.0,41000.0,"English, Analysis skills, Machine learning, Product management, Deep learning",Employer est.,Onsite,London,England
TheAIBusiness,4.3,AI Skills Hub Program Lead,4.0,69500.0,"Azure, System architecture, English, AWS, Machine learning",Glasdoor est.,Onsite,London,England
TympaHealth,3.9,Lead AI Developer,13.0,65000.0,"Analysis skills, AI",Employer est.,Onsite,London,England
Amazon Development Centre (Scotland) Limited,3.4,"Machine Learning Engineer, Sponsored Display",43.0,67500.0,"Machine learning, Natural language processing, Data science, Python",Glasdoor est.,Onsite,London,England
IAG GBS,3.7,Solution Lead,13.0,64500.0,"Analysis skills, Project management, Product management, Agile, Data science",Glasdoor est.,Onsite,London,England
AWS EMEA SARL (UK Branch) - F93,3.8,"Deep Learning Architect, Generative AI Innovation Center",30.0,79500.0,"Project management, Communication skills",Glasdoor est.,Onsite,London,England
RELX,3.9,Responsible AI Strategy & Training Manager,31.0,105000.0,"Java, AWS, C++, Machine learning, Deep learning",Glasdoor est.,Onsite,London,England
Emotech Ltd,4.0,AI Product Manager,38.0,95000.0,"Cloud infrastructure, Azure, Rust, Kubernetes, Big data",Employer est.,Onsite,London,England
yellow brick road,4.2,Senior Machine Learning Engineer (UK),10.0,43500.0,"Software deployment, SQL, Machine learning, Natural language processing, Software development",Glasdoor est.,Onsite,London,England
Fletchers Solicitors,3.4,AI Product Development Manager,33.0,74000.0,"Java, Scala, Natural language processing, Agile, Python",Glasdoor est.,Onsite,Manchester,England
Datasource,3.0,Senior Data Scientist,41.0,94000.0,"Statistics, Tableau, SQL, Regression analysis, Data visualisation",Glasdoor est.,Onsite,Manchester,England
Kennedys Law,4.0,AI Lead,36.0,54500.0,"Programme management, Analysis skills, Communication skills",Employer est.,Onsite,Manchester,England
TikTok,3.7,"HR Business Partner - Global E-Commerce - Product, Design & Data Science - London",41.0,63000.0,"Data structures, C++, Machine learning, Distributed systems, Natural language processing",Glasdoor est.,Onsite,London,England
AWS EMEA SARL (UK Branch),3.0,"Sr. Applied Scientist, AWS Prototyping",37.0,77500.0,"Data modelling, Business intelligence, SQL, Analysis skills, Data visualisation",Glasdoor est.,Onsite,London,England
Canonical,3.4,AI/ML and MLOps Field Engineer,43.0,57000.0,"Jira, Power BI, Management, Alteryx, Tableau",Employer est.,Onsite,Douglas,Scotland
BenchSci,3.5,Lead Machine Learning Engineer (Remote),37.0,72000.0,"Power BI, Data analysis skills, Tableau, SQL, Statistical analysis",Glasdoor est.,Onsite,London,England
Thomson Reuters,3.8,"Senior Applied Scientist, NLP",44.0,68500.0,"Azure, Kubernetes, DevOps, Deep learning, Natural language processing",Employer est.,Onsite,London,England
Cleo,3.9,Lead Product Analyst - AI Chat,37.0,76000.0,"Azure, Google Cloud Platform, Java, AWS, C++",Glasdoor est.,Onsite,London,England
Otis,3.9,"Leader, Strategic Workforce Planning",31.0,66500.0,"Azure, Big data, Presentation skills, AI, Communication skills",Glasdoor est.,Onsite,London,England
Google,3.5,"Machine Learning Compiler Software Engineer, TPU Horizontal Scaling",43.0,78500.0,"Software deployment, Machine learning, Deep learning, Organisational skills, Software development",Glasdoor est.,Onsite,London,England
Tripadvisor,2.9,Senior Analytics Engineer (Viator),43.0,85000.0,"TensorFlow, Cloud infrastructure, Machine learning, Terraform, Communication skills",Glasdoor est.,Onsite,London,England
MUFG - United Kingdom (BTMU),3.5,"Vice President, EIA Data Analytics",10.0,67500.0,"TensorFlow, Azure, Kubernetes, Google Cloud Platform, AWS",Glasdoor est.,Onsite,London,England
FESPA,4.1,Group Marketing Analytics & Insights Manager,10.0,66500.0,"R, Data analysis skills, Machine learning, Predictive analytics, Data science",Glasdoor est.,Onsite,Dorking,England
Avanade,4.2,Artificial Intelligence Engineer,44.0,70000.0,"TensorFlow, Machine learning, Mentoring, Natural language processing, Communication skills",Employer est.,Onsite,London,England
Goodnotes,3.7,"Senior Software Engineer - Machine Learning, LLM - London/Remote",42.0,63000.0,"Statistics, C#, Java, OOP, AWS",Glasdoor est.,Onsite,London,England
Capgemini Invent,4.1,Senior Consultant - Analytics & Artificial Intelligence - Data & AI Architect,7.0,78000.0,"Cloud infrastructure, Google Cloud Platform, OOP, AWS, Machine learning",Glasdoor est.,Onsite,London,England
GSK,3.9,"Lead of Machine Learning Engineering, RNA Therapeutics",36.0,69500.0,"TensorFlow, Data mining, Big data, Spark, R",Glasdoor est.,Onsite,London,England
Jet2.com and Jet2holidays,3.7,Machine Learning Engineering Manager,40.0,78500.0,"TensorFlow, R, SQL, Analysis skills, Machine learning",Glasdoor est.,Onsite,Leeds,England
Weights & Biases,4.1,"Post-Sales Machine Learning Engineer, Customer Success - EMEA (Remote)",39.0,76500.0,"TensorFlow, Azure, Kubernetes, Software deployment, DevOps",Glasdoor est.,Remote,,
Novartis,3.7,Associate Director Data Science,42.0,67500.0,"R, Java, Supervising experience, Machine learning, Perl",Glasdoor est.,Onsite,London,England
HubSpot,2.3,Sr. Machine Learning Engineer II,32.0,81000.0,"Data modelling, Azure, AWS, Machine learning, Distributed systems",Glasdoor est.,Onsite,London,England
Amazon Digital UK Limited,4.4,"Machine Learning Engineer, Video Quality Analysis",42.0,48000.0,"Azure, Management, Relational databases, SQL, Maths",Glasdoor est.,Onsite,London,England
FactSet Research Systems,4.3,Machine Learning Engineer OPS - (LLM - Open AI GPT Models),40.0,39000.0,"Machine learning, Google Search Console, AI, Communication skills, Python",Glasdoor est.,Onsite,London,England
Amazon Development Centre (London) Limited,3.6,"Sr. Applied Scientist LLM/LVM, Contextual Ads",33.0,65500.0,"Data analysis skills, APIs, Data science, Communication skills",Glasdoor est.,Onsite,London,England
EY,3.8,"Senior Manager, Data Science, Data & Analytics, Belfast",23.0,115000.0,"Azure, Node.js, CSS, DevOps, C#",Glasdoor est.,Onsite,Belfast,Northern Ireland
Aimpoint Digital,3.9,"Lead Decision Scientist, Machine Learning Engineer, UK 2024",5.0,74500.0,"SQL, Team management, Driving, Data science, Python",Glasdoor est.,Remote,,
King's College London,4.6,Research Associate in Machine Learning for Genomics,5.0,65000.0,"TensorFlow, Data analysis skills, Git, English, SQL",Glasdoor est.,Onsite,London,England
Autodesk,2.9,Machine Learning Engineer 3D Geometry/ Multi-Modal,31.0,33000.0,"TensorFlow, Software deployment, NoSQL, English, MongoDB",Employer est.,Onsite,London,England
Quacquarelli Symonds,2.9,Director of Data Science,37.0,80000.0,"TensorFlow, Elasticsearch, Azure, Data structures, Git",Employer est.,Onsite,London,England
Webtures,3.7,Senior ML Engineer,12.0,74500.0,"TensorFlow, Machine learning, Deep learning, Mentoring, Scrum",Glasdoor est.,Onsite,London,England
Swiss RE,4.2,Expert Analytics Engineer,32.0,56500.0,"TensorFlow, Image processing, Signal processing, Kubernetes, Git",Glasdoor est.,Onsite,Manchester,England
JLL,4.4,Engineering Innovation AI Lead,11.0,41000.0,"Analysis skills, Machine learning, Natural language processing, IT, Data science",Glasdoor est.,Onsite,London,England
marshmallow,3.8,Principal Data Scientist - Retention,31.0,105500.0,"Data structures, C++, Machine learning, Distributed systems, Natural language processing",Glasdoor est.,Onsite,London,England
Insilico Medicine,4.2,Senior/Middle+ ML engineer (UAE),30.0,85000.0,"Statistics, SAS",Employer est.,Remote,,
University of Birmingham,3.9,Assistant Professor (Research and Education) of Environmental Health Data Science - College of Life and Environmental Sciences - 101769 - Grade 8,18.0,35500.0,"Data structures, R, Git, Java, Docker",Glasdoor est.,Onsite,Birmingham,England
Chemify Ltd,3.5,Senior/Staff ML Scientist – Retrosynthesis,33.0,56000.0,"TensorFlow, Kubernetes, Big data, Spark, English",Employer est.,Onsite,Glasgow,Scotland
Pwc UK,4.1,Digital Audit - Senior Associate - Gen AI Pod,43.0,122500.0,"Management, Data management, Informatica, Leadership, Communication skills",Glasdoor est.,Onsite,London,England
Framestore,4.0,Senior Machine Learning Developer,32.0,40000.0,"Power BI, Azure, Data mining, Big data, Spark",Glasdoor est.,Onsite,London,England
Entrust Datacard,3.8,Senior Applied Scientist,18.0,40500.0,"SQL, APIs, Python",Employer est.,Onsite,,
WiseTech Global,3.4,Senior Machine Learning Engineer,36.0,124000.0,"Node.js, Machine learning, AI",Glasdoor est.,Onsite,London,England
Google,4.2,"Staff Software Engineer, Applied Machine Learning",40.0,65000.0,"TensorFlow, Sourcing, Data structures, Configuration management, Machine learning",Employer est.,Onsite,London,England
IQVIA,3.3,Principal Statistical Programmer - FSP (Permanent Homebased / Remote),37.0,75000.0,Machine learning,Glasdoor est.,Remote,,
Galytix,4.8,Sr. Machine Learning Engineer,34.0,115000.0,"MATLAB, Machine learning, Continuous integration, Deep learning, Software development",Glasdoor est.,Onsite,London,England
Kpler,3.0,Senior Data Scientist,30.0,75000.0,"Azure, IT, AI, Communication skills",Glasdoor est.,Onsite,London,England
EY,4.0,"Senior Manager Data Governance, Data & Analytics, Belfast",10.0,46000.0,"Software deployment, SQL, Machine learning, Data science, Communication skills",Glasdoor est.,Onsite,Belfast,Northern Ireland
Photon,4.1,Tech Lead (Gen AI),36.0,106500.0,"TensorFlow, Statistics, Big data, Spark, R",Glasdoor est.,Onsite,London,England
marshmallow,4.2,"Senior/Lead Pricing Data Scientist, Net pricing Team",39.0,57500.0,"Underwriting, Maths, Project management, Agile, Financial services",Glasdoor est.,Onsite,London,England
University of Southampton,3.8,Research Fellow in Mathematical Foundations of AI and Machine Learning,34.0,43500.0,"Machine learning, Natural language processing, Agile, AI",Glasdoor est.,Onsite,Southampton,England
Multiverse,3.5,"Senior Machine Learning Engineer - UK, Hybrid",30.0,83500.0,"Statistical software, Data analysis skills, Machine learning, Data science, Python",Employer est.,Onsite,London,England
Eka Finance,5.0,Machine Learning Equity Quant Researcher/ Flexible Location,12.0,95000.0,"TensorFlow, Image processing, Operating systems, Test automation, Git",Glasdoor est.,Onsite,London,England
Heriot Watt University,3.8,Research Fellow in Scientific Machine Learning,12.0,52000.0,"Data structures, System design, Product development, Machine learning, Natural language processing",Glasdoor est.,Onsite,,
Johnson Matthey,4.5,AI Strategy Lead,31.0,50500.0,Machine learning,Glasdoor est.,Onsite,Sonning,England
Eka Finance,4.3,Machine Learning Engineer / Remote/ $High,12.0,52000.0,"Kubernetes, Software deployment, Spark, NoSQL, Docker",Glasdoor est.,Onsite,London,England
DataSpartan Consulting,3.4,MACHINE LEARNING SPECIALIST,35.0,77500.0,"Machine learning, Natural language processing, Data science, Python",Glasdoor est.,Onsite,London,England
Chubb,4.2,Head of Document AI Ingestion,37.0,100000.0,"TensorFlow, Azure, Kubernetes, AWS, Docker",Glasdoor est.,Onsite,London,England
Roke Manor Research Limited,3.9,Senior AI | Machine Learning Engineer,40.0,48000.0,"TensorFlow, Image processing, Unreal Engine, Docker, Machine learning",Glasdoor est.,Onsite,Gloucester,England
Experian,3.7,Director of Analytics Consulting - Credit Risk,37.0,65000.0,"Machine learning, AI, Leadership, Communication skills",Glasdoor est.,Onsite,London,England
Qureight,5.0,Senior Machine Learning Engineer,32.0,67500.0,"TensorFlow, Software deployment, AWS, Docker, Machine learning",Glasdoor est.,Onsite,Cambridge,England
Linktree,3.9,"Backend Engineer, Data & Machine Learning",37.0,64500.0,"French, Sales, R, Lead generation, English",Glasdoor est.,Onsite,London,England
Fionics,4.1,Deep Learning Researcher (PhD) - HFT (Amsterdam),44.0,144000.0,"Azure, Go, Google Cloud Platform, Java, AWS",Glasdoor est.,Onsite,London,England
LogicMonitor,4.0,Data ML Engineer,21.0,42000.0,"TensorFlow, Operating systems, Test automation, Git, Test-driven development",Glasdoor est.,Onsite,London,England
Datasource,4.1,Data Science Lead,31.0,70000.0,"TensorFlow, Google Cloud Platform, OOP, AWS, Analysis skills",Glasdoor est.,Onsite,Manchester,England
Polaron,5.0,Machine Learning Engineer,37.0,42500.0,"TensorFlow, Software deployment, C++, Maths, Machine learning",Glasdoor est.,Onsite,London,England
PlayStation Global,4.0,Machine Learning Engineer,32.0,68000.0,"English, Biochemistry, Deep learning, AI, Communication skills",Glasdoor est.,Onsite,London,England
Capgemini Invent,5.0,AI Regulation & Governance Senior/Managing Consultant,44.0,52000.0,"TensorFlow, Azure, Relational databases, C#, Spark",Glasdoor est.,Onsite,London,England
Vitol,4.3,Machine Learning Engineer,31.0,40000.0,"Power BI, SAFe, React, Kanban, R",Glasdoor est.,Onsite,London,England
Bloomberg,3.1,"Enterprise Data - Sales Specialist - Research, ESG & Data Science Products, Specialist Sales - Financial Solutions",13.0,94000.0,"Data modelling, Software deployment, MongoDB, Microservices, AWS",Glasdoor est.,Onsite,London,England
Spotify,4.1,"Senior Machine Learning Infrastructure Engineer, Music",4.0,37500.0,"Azure, Tableau, SQL, Analysis skills, Swedish",Glasdoor est.,Onsite,London,England
Qureight Ltd,3.4,Senior Machine Learning Scientist/Engineer,13.0,52500.0,"Oracle, Cloud architecture, CSS, DevOps, PaaS",Glasdoor est.,Onsite,London,England
Causaly,3.5,Machine Learning Engineer,35.0,90000.0,"Data science, Account management, Communication skills",Glasdoor est.,Onsite,London,England
GSK,3.8,Senior AI/ML Engineer - Computer Vision,30.0,41000.0,"TensorFlow, Cloud infrastructure, Software deployment, C#, SQL",Glasdoor est.,Onsite,London,England
InstaDeep,3.7,"Applied Research Scientist, Explainable Deep Learning in BioAI",35.0,49920.0,"TensorFlow, Software deployment, NoSQL, English, MongoDB",Employer est.,Onsite,London,England
"Cyclotron, Inc.",4.1,Azure AI Solutions Architect,32.0,73500.0,"Machine learning, Natural language processing, Data science, Python",Glasdoor est.,Onsite,London,England
